# 이 파일은 www.edumgt.co.kr 의 에듀엠지티에 저작권이 있습니다
class,day,slot,subject_code,subject_name,subject_session,module,level,md_file,lm_studio_level
class442,56,2,정규교과-8,Langchain 활용하기,50/56,VectorStore 연동 · 단계 5/6 실전 검증 [class442],실전심화,langChainLab/class442/class442.md,레벨3-중급
class443,56,3,정규교과-8,Langchain 활용하기,51/56,VectorStore 연동 · 단계 6/6 운영 최적화 [class443],실전심화,langChainLab/class443/class443.md,레벨3-중급
class444,56,4,정규교과-8,Langchain 활용하기,52/56,실전 체인 애플리케이션 · 단계 1/5 입문 이해 [class444],실전심화,langChainLab/class444/class444.md,레벨3-중급
class445,56,5,정규교과-8,Langchain 활용하기,53/56,실전 체인 애플리케이션 · 단계 2/5 기초 구현 [class445],실전심화,langChainLab/class445/class445.md,레벨3-중급
class446,56,6,정규교과-8,Langchain 활용하기,54/56,실전 체인 애플리케이션 · 단계 3/5 응용 확장 [class446],실전심화,langChainLab/class446/class446.md,레벨3-중급
class447,56,7,정규교과-8,Langchain 활용하기,55/56,실전 체인 애플리케이션 · 단계 4/5 실전 검증 [class447],실전심화,langChainLab/class447/class447.md,레벨3-중급
class448,56,8,정규교과-8,Langchain 활용하기,56/56,실전 체인 애플리케이션 · 단계 5/5 운영 최적화 [class448],실전심화,langChainLab/class448/class448.md,레벨3-중급
class449,57,1,정규교과-9,RAG(Retrieval-Augmented Generation),1/52,RAG 개요 · 단계 1/6 입문 이해 [class449],입문,ragPipeline/class449/class449.md,레벨4-심화
class450,57,2,정규교과-9,RAG(Retrieval-Augmented Generation),2/52,RAG 개요 · 단계 2/6 기초 구현 [class450],입문,ragPipeline/class450/class450.md,레벨4-심화
class451,57,3,정규교과-9,RAG(Retrieval-Augmented Generation),3/52,RAG 개요 · 단계 3/6 응용 확장 [class451],입문,ragPipeline/class451/class451.md,레벨4-심화
class452,57,4,정규교과-9,RAG(Retrieval-Augmented Generation),4/52,RAG 개요 · 단계 4/6 응용 확장 [class452],입문,ragPipeline/class452/class452.md,레벨4-심화
class453,57,5,정규교과-9,RAG(Retrieval-Augmented Generation),5/52,RAG 개요 · 단계 5/6 실전 검증 [class453],입문,ragPipeline/class453/class453.md,레벨4-심화
class454,57,6,정규교과-9,RAG(Retrieval-Augmented Generation),6/52,RAG 개요 · 단계 6/6 운영 최적화 [class454],입문,ragPipeline/class454/class454.md,레벨4-심화
class455,57,7,정규교과-9,RAG(Retrieval-Augmented Generation),7/52,문서 수집 전략 · 단계 1/5 입문 이해 [class455],입문,ragPipeline/class455/class455.md,레벨4-심화
class456,57,8,정규교과-9,RAG(Retrieval-Augmented Generation),8/52,문서 수집 전략 · 단계 2/5 기초 구현 [class456],입문,ragPipeline/class456/class456.md,레벨4-심화
class457,58,1,정규교과-9,RAG(Retrieval-Augmented Generation),9/52,문서 수집 전략 · 단계 3/5 응용 확장 [class457],입문,ragPipeline/class457/class457.md,레벨4-심화
class458,58,2,정규교과-9,RAG(Retrieval-Augmented Generation),10/52,문서 수집 전략 · 단계 4/5 실전 검증 [class458],입문,ragPipeline/class458/class458.md,레벨4-심화
class459,58,3,정규교과-9,RAG(Retrieval-Augmented Generation),11/52,문서 수집 전략 · 단계 5/5 운영 최적화 [class459],기초응용,ragPipeline/class459/class459.md,레벨4-심화
class460,58,4,정규교과-9,RAG(Retrieval-Augmented Generation),12/52,문서 청크 설계 · 단계 1/5 입문 이해 [class460],기초응용,ragPipeline/class460/class460.md,레벨4-심화
class461,58,5,정규교과-9,RAG(Retrieval-Augmented Generation),13/52,문서 청크 설계 · 단계 2/5 기초 구현 [class461],기초응용,ragPipeline/class461/class461.md,레벨4-심화
class462,58,6,정규교과-9,RAG(Retrieval-Augmented Generation),14/52,문서 청크 설계 · 단계 3/5 응용 확장 [class462],기초응용,ragPipeline/class462/class462.md,레벨4-심화
class463,58,7,정규교과-9,RAG(Retrieval-Augmented Generation),15/52,문서 청크 설계 · 단계 4/5 실전 검증 [class463],기초응용,ragPipeline/class463/class463.md,레벨4-심화
class464,58,8,정규교과-9,RAG(Retrieval-Augmented Generation),16/52,문서 청크 설계 · 단계 5/5 운영 최적화 [class464],기초응용,ragPipeline/class464/class464.md,레벨4-심화
class465,59,1,정규교과-9,RAG(Retrieval-Augmented Generation),17/52,임베딩 생성 · 단계 1/5 입문 이해 [class465],기초응용,ragPipeline/class465/class465.md,레벨4-심화
class466,59,2,정규교과-9,RAG(Retrieval-Augmented Generation),18/52,임베딩 생성 · 단계 2/5 기초 구현 [class466],기초응용,ragPipeline/class466/class466.md,레벨4-심화
class467,59,3,정규교과-9,RAG(Retrieval-Augmented Generation),19/52,임베딩 생성 · 단계 3/5 응용 확장 [class467],기초응용,ragPipeline/class467/class467.md,레벨4-심화
class468,59,4,정규교과-9,RAG(Retrieval-Augmented Generation),20/52,임베딩 생성 · 단계 4/5 실전 검증 [class468],기초응용,ragPipeline/class468/class468.md,레벨4-심화
class469,59,5,정규교과-9,RAG(Retrieval-Augmented Generation),21/52,임베딩 생성 · 단계 5/5 운영 최적화 [class469],기초응용,ragPipeline/class469/class469.md,레벨4-심화
class470,59,6,정규교과-9,RAG(Retrieval-Augmented Generation),22/52,벡터DB 기초 · 단계 1/5 입문 이해 [class470],기초응용,ragPipeline/class470/class470.md,레벨4-심화
class471,59,7,정규교과-9,RAG(Retrieval-Augmented Generation),23/52,벡터DB 기초 · 단계 2/5 기초 구현 [class471],기초응용,ragPipeline/class471/class471.md,레벨4-심화
class472,59,8,정규교과-9,RAG(Retrieval-Augmented Generation),24/52,벡터DB 기초 · 단계 3/5 응용 확장 [class472],기초응용,ragPipeline/class472/class472.md,레벨4-심화
class473,60,1,정규교과-9,RAG(Retrieval-Augmented Generation),25/52,벡터DB 기초 · 단계 4/5 실전 검증 [class473],기초응용,ragPipeline/class473/class473.md,레벨4-심화
class474,60,2,정규교과-9,RAG(Retrieval-Augmented Generation),26/52,벡터DB 기초 · 단계 5/5 운영 최적화 [class474],기초응용,ragPipeline/class474/class474.md,레벨4-심화
class475,60,3,정규교과-9,RAG(Retrieval-Augmented Generation),27/52,검색 품질 개선 · 단계 1/6 입문 이해 [class475],기초응용,ragPipeline/class475/class475.md,레벨4-심화
class476,60,4,정규교과-9,RAG(Retrieval-Augmented Generation),28/52,검색 품질 개선 · 단계 2/6 기초 구현 [class476],기초응용,ragPipeline/class476/class476.md,레벨4-심화
class477,60,5,정규교과-9,RAG(Retrieval-Augmented Generation),29/52,검색 품질 개선 · 단계 3/6 응용 확장 [class477],기초응용,ragPipeline/class477/class477.md,레벨4-심화
class478,60,6,정규교과-9,RAG(Retrieval-Augmented Generation),30/52,검색 품질 개선 · 단계 4/6 응용 확장 [class478],기초응용,ragPipeline/class478/class478.md,레벨4-심화
class479,60,7,정규교과-9,RAG(Retrieval-Augmented Generation),31/52,검색 품질 개선 · 단계 5/6 실전 검증 [class479],기초응용,ragPipeline/class479/class479.md,레벨4-심화
class480,60,8,정규교과-9,RAG(Retrieval-Augmented Generation),32/52,검색 품질 개선 · 단계 6/6 운영 최적화 [class480],기초응용,ragPipeline/class480/class480.md,레벨4-심화
class481,61,1,정규교과-9,RAG(Retrieval-Augmented Generation),33/52,프롬프트 결합 · 단계 1/5 입문 이해 [class481],기초응용,ragPipeline/class481/class481.md,레벨4-심화
class482,61,2,정규교과-9,RAG(Retrieval-Augmented Generation),34/52,프롬프트 결합 · 단계 2/5 기초 구현 [class482],기초응용,ragPipeline/class482/class482.md,레벨4-심화
class483,61,3,정규교과-9,RAG(Retrieval-Augmented Generation),35/52,프롬프트 결합 · 단계 3/5 응용 확장 [class483],기초응용,ragPipeline/class483/class483.md,레벨4-심화
class484,61,4,정규교과-9,RAG(Retrieval-Augmented Generation),36/52,프롬프트 결합 · 단계 4/5 실전 검증 [class484],기초응용,ragPipeline/class484/class484.md,레벨4-심화
class485,61,5,정규교과-9,RAG(Retrieval-Augmented Generation),37/52,프롬프트 결합 · 단계 5/5 운영 최적화 [class485],실전심화,ragPipeline/class485/class485.md,레벨4-심화
class486,61,6,정규교과-9,RAG(Retrieval-Augmented Generation),38/52,응답 검증/출처화 · 단계 1/5 입문 이해 [class486],실전심화,ragPipeline/class486/class486.md,레벨4-심화
class487,61,7,정규교과-9,RAG(Retrieval-Augmented Generation),39/52,응답 검증/출처화 · 단계 2/5 기초 구현 [class487],실전심화,ragPipeline/class487/class487.md,레벨4-심화
class488,61,8,정규교과-9,RAG(Retrieval-Augmented Generation),40/52,응답 검증/출처화 · 단계 3/5 응용 확장 [class488],실전심화,ragPipeline/class488/class488.md,레벨4-심화
class489,62,1,정규교과-9,RAG(Retrieval-Augmented Generation),41/52,응답 검증/출처화 · 단계 4/5 실전 검증 [class489],실전심화,ragPipeline/class489/class489.md,레벨4-심화
class490,62,2,정규교과-9,RAG(Retrieval-Augmented Generation),42/52,응답 검증/출처화 · 단계 5/5 운영 최적화 [class490],실전심화,ragPipeline/class490/class490.md,레벨4-심화
class491,62,3,정규교과-9,RAG(Retrieval-Augmented Generation),43/52,평가 지표 설계 · 단계 1/5 입문 이해 [class491],실전심화,ragPipeline/class491/class491.md,레벨4-심화
class492,62,4,정규교과-9,RAG(Retrieval-Augmented Generation),44/52,평가 지표 설계 · 단계 2/5 기초 구현 [class492],실전심화,ragPipeline/class492/class492.md,레벨4-심화
class493,62,5,정규교과-9,RAG(Retrieval-Augmented Generation),45/52,평가 지표 설계 · 단계 3/5 응용 확장 [class493],실전심화,ragPipeline/class493/class493.md,레벨4-심화
class494,62,6,정규교과-9,RAG(Retrieval-Augmented Generation),46/52,평가 지표 설계 · 단계 4/5 실전 검증 [class494],실전심화,ragPipeline/class494/class494.md,레벨4-심화
class495,62,7,정규교과-9,RAG(Retrieval-Augmented Generation),47/52,평가 지표 설계 · 단계 5/5 운영 최적화 [class495],실전심화,ragPipeline/class495/class495.md,레벨4-심화
class496,62,8,정규교과-9,RAG(Retrieval-Augmented Generation),48/52,Agent 시스템 통합 구현 · 단계 1/5 입문 이해 [class496],실전심화,ragPipeline/class496/class496.md,레벨4-심화
class497,63,1,정규교과-9,RAG(Retrieval-Augmented Generation),49/52,Agent 시스템 통합 구현 · 단계 2/5 기초 구현 [class497],실전심화,ragPipeline/class497/class497.md,레벨4-심화
class498,63,2,정규교과-9,RAG(Retrieval-Augmented Generation),50/52,Agent 시스템 통합 구현 · 단계 3/5 응용 확장 [class498],실전심화,ragPipeline/class498/class498.md,레벨4-심화
class499,63,3,정규교과-9,RAG(Retrieval-Augmented Generation),51/52,Agent 시스템 통합 구현 · 단계 4/5 실전 검증 [class499],실전심화,ragPipeline/class499/class499.md,레벨4-심화
class500,63,4,정규교과-9,RAG(Retrieval-Augmented Generation),52/52,Agent 시스템 통합 구현 · 단계 5/5 운영 최적화 [class500],실전심화,ragPipeline/class500/class500.md,레벨4-심화
class501,64,1,정규교과-10,LLMOps,1/20,LLMOps 개요 · 단계 1/4 입문 이해 [class501],입문,llmOps/class501/class501.md,레벨5-전문가
class502,64,2,정규교과-10,LLMOps,2/20,LLMOps 개요 · 단계 2/4 기초 구현 [class502],기초응용,llmOps/class502/class502.md,레벨5-전문가
class503,64,3,정규교과-10,LLMOps,3/20,LLMOps 개요 · 단계 3/4 실전 검증 [class503],실전심화,llmOps/class503/class503.md,레벨5-전문가
class504,64,4,정규교과-10,LLMOps,4/20,LLMOps 개요 · 단계 4/4 운영 최적화 [class504],실전심화,llmOps/class504/class504.md,레벨5-전문가
class505,64,5,정규교과-10,LLMOps,5/20,프롬프트 관리 · 단계 1/4 입문 이해 [class505],입문,llmOps/class505/class505.md,레벨5-전문가
class506,64,6,정규교과-10,LLMOps,6/20,프롬프트 관리 · 단계 2/4 기초 구현 [class506],기초응용,llmOps/class506/class506.md,레벨5-전문가
class507,64,7,정규교과-10,LLMOps,7/20,프롬프트 관리 · 단계 3/4 실전 검증 [class507],실전심화,llmOps/class507/class507.md,레벨5-전문가
class508,64,8,정규교과-10,LLMOps,8/20,프롬프트 관리 · 단계 4/4 운영 최적화 [class508],실전심화,llmOps/class508/class508.md,레벨5-전문가
class509,65,1,정규교과-10,LLMOps,9/20,LLM 평가와 품질 · 단계 1/4 입문 이해 [class509],입문,llmOps/class509/class509.md,레벨5-전문가
class510,65,2,정규교과-10,LLMOps,10/20,LLM 평가와 품질 · 단계 2/4 기초 구현 [class510],기초응용,llmOps/class510/class510.md,레벨5-전문가
class511,65,3,정규교과-10,LLMOps,11/20,LLM 평가와 품질 · 단계 3/4 실전 검증 [class511],실전심화,llmOps/class511/class511.md,레벨5-전문가
class512,65,4,정규교과-10,LLMOps,12/20,LLM 평가와 품질 · 단계 4/4 운영 최적화 [class512],실전심화,llmOps/class512/class512.md,레벨5-전문가
class513,65,5,정규교과-10,LLMOps,13/20,LLM 모니터링 · 단계 1/4 입문 이해 [class513],입문,llmOps/class513/class513.md,레벨5-전문가
class514,65,6,정규교과-10,LLMOps,14/20,LLM 모니터링 · 단계 2/4 기초 구현 [class514],기초응용,llmOps/class514/class514.md,레벨5-전문가
class515,65,7,정규교과-10,LLMOps,15/20,LLM 모니터링 · 단계 3/4 실전 검증 [class515],실전심화,llmOps/class515/class515.md,레벨5-전문가
class516,65,8,정규교과-10,LLMOps,16/20,LLM 모니터링 · 단계 4/4 운영 최적화 [class516],실전심화,llmOps/class516/class516.md,레벨5-전문가
class517,66,1,정규교과-10,LLMOps,17/20,LLM 배포 자동화 · 단계 1/4 입문 이해 [class517],입문,llmOps/class517/class517.md,레벨5-전문가
class518,66,2,정규교과-10,LLMOps,18/20,LLM 배포 자동화 · 단계 2/4 기초 구현 [class518],기초응용,llmOps/class518/class518.md,레벨5-전문가
class519,66,3,정규교과-10,LLMOps,19/20,LLM 배포 자동화 · 단계 3/4 실전 검증 [class519],실전심화,llmOps/class519/class519.md,레벨5-전문가
class520,66,4,정규교과-10,LLMOps,20/20,LLM 배포 자동화 · 단계 4/4 운영 최적화 [class520],실전심화,llmOps/class520/class520.md,레벨5-전문가
project001,63,5,프로젝트-A,프로젝트,1/3,나만의 음성 모델 만들기 [VoiceModelBuilder],기초응용,VoiceModelBuilder/README.md,레벨1-입문
project002,63,6,프로젝트-B,프로젝트,2/3,거대 언어 모델을 활용한 PERSONA AI 답변 기능 구현하기 [PersonaLLMResponder],기초응용,PersonaLLMResponder/README.md,레벨1-입문
project003,63,7,프로젝트-C,프로젝트,3/3,사전 데이터 기반 PERSO AI의 답변 커스텀하기 [PersonaKnowledgeCustomizer],기초응용,PersonaKnowledgeCustomizer/README.md,레벨1-입문
